Бакалавриат;Перевод с другого университета;Здравствуйте. Могу ли я перевестись на бюджет МФТИ, если я являюсь студентам БГУ (Республика Беларусь)? ; Добрый день! Граждане Беларуси могут переводиться на бюджет. Перевод возможен при наличии вакантных бюджетных мест для перевода, небольшой разнице между вашим текущим учебным планом и учебным планом МФТИ (можете проконсультироваться по данному вопросу в интересующей физтех-школе), успешно сданных вступительных испытаниях. Подробнее о процедуре перевода можно почитать на сайте приемной комиссии в разделе Перевод и восстановление. 
Бакалавриат;Золотая медаль;Дает ли она дополнительные баллы? Если да, то сколько?; Добрый день! Правила приема на следующий год будут опубликованы к 1 октября. В 2019 году давались 2 балла за аттестат с отличием. Золотая медаль баллов не дает. 
Бакалавриат;Я живу в другой стране, уменя русский паспорт, но ЕГЭ я не смогу сдать?;Как я могу постипить на ФОПФ, ; Добрый день! Вы можете записаться на ЕГЭ и сдать его. Если вы заканчиваете школу в другой стране в 2020 году, то имеете право сдавать внутренние вступительные испытания, проводимые МФТИ. 
Бакалавриат;Поступление на целевой основе;можно поступить на целевое после колледжа?; Здравствуйте! Да, можно. 
Бакалавриат;Карта Мир;В приемной комиссии при подаче документов подписал заявление на выпуск карты Мир, на которую во время учебы будет приходить стипендия. В приложении Сбербанк онлайн вижу, что карту уже изготавливается (https://pp.userapi.com/c858028/v858028508/4db24/L8GBp2ZjMrk.jpg) В личном кабинете также сейчас есть форма для выпуска карты Мир. Необходимо ли заполнять сейчас эту форму?; Добрый день! Уточните в управлении внеучебной деятельности, они занимаются выпуском карт МИР: uvd@mipt.ru. 
Бакалавриат;Поступление на целевой основе;Здравствуйте! А можно ли поступить на целевой основе после техникума, через внутренние вступительные испытания?; Здравствуйте! Поступающие, имеющие среднее профессиональное образование, имеют право поступать по результатам внутренних вступительных испытаний, вне зависимости от условий поступления, т.е. можно в том числе при поступлении по целевой квоте. 
Бакалавриат;Поступление;Здравствуйте, собираюсь поступать по результатам ЕГЭ, но не могу найти информацию о том какие экзамены(предметы на ЕГЭ) мне нужно сдать. Собираюсь поступать на компьютерную безопасность.; Здравствуйте! Информацию о перечне необходимых вступительных испытаний можно найти в правилах приема в разделе 2. Правила приема на следующий год будут опубликованы к 01 октября. Традиционно для поступления на Компьютерную безопасность требуются результаты по математике, физике и русскому языку. 
Бакалавриат;Возможности для поступления детям-сиротам;Здравствуйте! Опишите пожалуйста, какие льготы и привилегия имеют при поступлении дети-сироты. Есть ли для них отдельные бюджетные места? Какие документы необходимо при себе иметь при их подаче?; Здравствуйте! Дети-сироты могут поступать на программы бакалавриата и специалитета в пределах особой квоты на поступление, которая выделяется в рамках каждой конкурсной группы и составляет не менее 10 % от количества бюджетных мест. Кроме того они имеют преимущественное право зачисления (при равенстве баллов и предыдущих критериев ранжирования согласно правилам приёма). При подаче документов необходимо иметь при себе документы, подтверждающие отнесение к данной категории: например, справка из органов соц. защиты с приложением свидетельства о смерти родителей, решения суда о лишении родительских прав, признания родителей пропавшими без вести и пр. 
Бакалавриат;Вступительный контест;Здравствуйте, поступил в физтех школу ФПМИ на направление ИВТ. Сказали, что будет проходить вступительный контест по программированию в конце августа, по результатам которого произойдёт распределение по группам. Где можно узнать, когда будет проходить этот контест(на вкладке для поступивших написано только о сборе 1 сентября перед лк) ; Здравствуйте! По данному вопросу обратитесь в дирекцию ФПМИ. 
Бакалавриат;Поступление на договорной основе.;"Добрый день! Поступление на договорной основе. Договор подписан обеими сторонами. Приказ о зачислении от 08.08.19. О сроках оплаты в Договоре сказано: ""Срок оплаты обучения за первый семестр обучения - в течение двух недель со дня вступления в силу приказа о зачислении Обучающегося."" Когда вступает в силу Приказ, в день подписания или 1 -го сентября? А точнее, когда нужно оплатить обучение за 1-ый год, чтобы не быть отчисленным за невыполнение условий договора в части оплаты. Заранее спасибо за пояснение! "; Добрый день! Приказ вступает в силу с 1 сентября. 
Бакалавриат;гранты;Почему на сайте не было никакой информации о том, что предусмотрены гранты? Ребенок после того, как опубликовали приказы о зачислении БВИ, увидев, что бюджетных мест 2 и он со своими 304 баллами заведомо не попадает - 1 августа забрал оригинал аттестата. А 3 августа опубликовали список на гранты, куда попали все, у кого крепкие нервы и с оригиналами аттестатов и даже с 293 баллами! Это как объяснить? Почему дети в неравных условиях - кто-то знал, кто-то не знал и в итоге разрушенная мечта.; Здравствуйте! Решение о выдаче гранта принимает приемная комиссия физтех-школы. В случае принятия решения предварительное решение озвучивается сразу на собеседовании. Также конкретно физтех-школа прикладной математики и информатики публиковала предварительный список рекомендованных на грант в официальной группе физтех-школы. Решение о выдаче грантов принималось на основании представленных документов и экспертного мнения комиссии по собеседованию, баллы и наличие оригинала аттестата - не ключевой фактор. 
Бакалавриат;Добрый день. Мы друзья, с одного города и с одного класса, но поступили на разные факультеты. Возможно ли поселение в одно общежитие и в одну комнату?;; Добрый день! Приемная комиссия не занимается поселением. Обратитесь к поселяющим ваших физтех-школ. 
Бакалавриат;Можно ли поступить во второй волне, если документы не подавал до 28 июля;Здравствуйте! Ситуация следующая: мой знакомый поступил в Иннополис, но не нравится обучение Документы в другие ВУЗы не подавал, так как хотела туда, но разочаровался Вопрос в следующем: Есть ли возможность сейчас подать документы в ваш ВУЗ на вторую волну ? Баллы ЕГЭ Профильная математика 99 Информатика 97 Русский 96 И золотая медаль Очень жду ответа! Спасибо!; Добрый день! После 26 июля подать документы на бюджет нельзя. Сегодня (6 августа) - последний день приема документов на контракт. 
Бакалавриат;Здравствуйте, я учусь в колледже, могу ли я поступить в ваш ВУЗ без ЕГЭ, а сдать вступительные испытания (экзамены)?;; Добрый день! Лица, имеющие среднее профессиональное образование, могут поступать по результатам вступительных испытаний, проводимых МФТИ. 
Бакалавриат;Стипендия;Здравствуйте! Подскажите, пожалуйста, какую стипендию выплачивают в первом семестре первого курса?; Добрый день! Полезная информация (в том числе по стипендиям) опубликована по ссылке: https://mipt.ru/students/1kurs.php 
Бакалавриат;Грант МФТИ на обучение;Здравствуйте! Мне предложили обучение по гранту МФТИ, но не могу найти информацию о таком финансировании. 1. Как формируются списки рекомендованных к зачислению на грант? Какова вероятность, что позднее человеку из списка откажут в предоставлении гранта? Если такое бывает, почему? 2. Когда будет точно известно, прохожу ли я на грант? Если не прохожу, смогу ли я еще участвовать в конкурсе во второй волне в другом ВУЗе? 3. Какие обязанности приобретает студент, обучающийся за счет средств МФТИ? Может ли сложиться ситуация, что придется возвращать МФТИ деньги за обучение? 4. Можно ли, отучившись на гранте несколько семестров, перевестись на бюджет? 5. Можно ли будет перевестись в другую физтех-школу? Заранее спасибо!;" Добрый день! 1. Списки на грант формируются на основании ходатайств приемных комиссий физтех-школ по результатам вступительных испытаний, представленных абитуриентом документов и проведённых собеседований. Данные списки публикуются 3 августа. Лица, попавшие в этот список и не прошедшие на бюджет во второй волне гарантированно могут получить грант, однако, грант не может быть предоставлен, если вы не подадите соответствующее заявление на контракт до 6 августа включительно и не заключите договор и дополнительное соглашение к нему, а также согласие на зачисление до 29 августа. 2. Так как списки будут опубликованы 3 августа, то у вас еще будет время на принятие решения о выборе вуза. 3. Деньги за обучение возвращать не придется. Касательно дополнительных условий и обязанностей лучше обращаться непосредственно к физтех-школе, дающей грант. 4. Перевод с контракта на бюджет возможен при двух подряд сданных на ""хорошо"" и ""отлично"" экзаменационных сессиях и наличии вакантных бюджетных мест. 5. Данный вопрос лучше обсудить с физтех-школой, предоставляющей грант. "
Бакалавриат;По поводу контрактного обучения;Какой проходной балл на контрактное обучение на фпми в 2018 году? Насколько я знаю, в это направление объединены два факультета. Как будет определяться то, куда конкретно я поступаю? Можно ли на второй волне подать оригинал документов и согласие на зачисление в другой вуз, если я уже успел заключить контракт с мфти не относя оригиналы?; Добрый день! Ответ касательно баллов зависит от направления подготовки: ФПМИ - это физтех-школа, а не направление подготовки. Одновременно с приказом о зачислении издается приказ о распределении по образовательным программам, распределением по программам занимается физтех-школа. О своих шансах на поступление вы можете уточнить непосредственно у ФПМИ. Даже если вы подали заявление на контракт и подписали со своей стороны договор, если вы не напишете согласие на зачисление на контракт, вас не зачислят. Если вы уже написали согласие на зачисление на контракт, вы можете подписать отказ от данного согласия и спокойно поступать в другой вуз. 
Бакалавриат;О тех, кому обещали почти 100%...;Здравствуйте! Мой балл 293 и я на волоске 1 волны, ФЭФМ. Я так переживаю... Я неожиданно прошел в МГУ, но готов не пойти в МГУ, чтобы учиться на ФЭФМ. На 1 волну в МГУ прохожу, а вот во 2ю вряд ли. Мне никто точно не сказал, что будет если я не попаду на ФЭФМ по проходному... На контракт никак не могу. Неужели, с 293 б. год сидеть дома... Ждать ли мне или всё же лучше сейчас уйти?; Добрый день! Рекомендуем вам связаться с физтех-школой, они лучше всех смогут сказать о ваших шансах на поступление. 
Бакалавриат;Платное обучение;Здравствуйте! До какого числа нужно донести оригинал аттестата при поступлении на платное? ; Добрый день! Заявление необходимо подать до 6 августа, заключить договор и подать оригинал и согласие на зачисление необходимо до 29 августа. 
Бакалавриат;Как понять, поступил или нет по общему конкурсу?;Здравствуйте! Появились списки поступающих, а также приказы для целевиков, льготников и поступающих по БВИ. А что с теми, кто идет по общему конкурсу? Как понять, поступил или нет? Оригинал аттестата и согласие на зачисление было предоставлено. Боимся не успеть забрать оригинал аттестата, если не поступил.; Добрый день! Приказы о зачислении по общему конкурсу будут опубликованы 3 августа (1 этап до заполнения 80% оставшихся мест) и 8 августа (2 этап до заполнения всех мест). Касательно своих шансов на поступление вы можете проконсультироваться с вашей физтех-школой. 
Бакалавриат;Поступление через РЦНК г. Душанбе;Здравствуйте я хотел узнать у меня в личном кабинете статус стоит распределён по квоте, а когда будет направлен по квоте ?; Добрый день! По данному вопросу свяжитесь с международным департаментом МФТИ: interadmission@phystech.edu. 
Бакалавриат;По зачислению;Я заканчиваю (спо) по специальности техник по информационным системам что мне нужно что бы поступить к вам? ; Добрый день! Ознакомьтесь с правилами приема: в них указаны направления подготовки, по которым реализуется обучение, вступительные испытания, которые необходимо пройти (либо вы можете сдать ЕГЭ по данным предметам), перечень необходимых для подачи заявления документов. Правила приема на следующий год будут опубликованы на сайте к 1 октября. 
Бакалавриат;Хочу забрать оригинал аттестата в среду утром.;Если я приеду к 9 утра, когда я смогу его получить?; Добрый день! Процедура не занимает много времени, вам нужно будет подписать соответствующее заявление. Не забудьте расписку, в которой указано, что вы предоставили нам оригинал (экзаменационный лист с фотографией). 
Бакалавриат;Можно ли подать документы после 26 июля (последний срок подачи документов)?;Дело в том, что я заполнил электронную анкету, а отправить документы в срок не получилось, можно ли каким-то образом подать до 01.08 (последний день приема оригиналов документов)?; Добрый день! Подача документов на бюджет завершилась 26 июля. Вы можете до 6 августа подать заявление на контракт. 
Бакалавриат;Перевод ;Как можно перевестись на коммерцию?; Здравствуйте! Вам необходимо подать документы на договорную форму обучения. Те, кто уже подал документы ранее, могут это сделать через личный кабинет на сайте приемной комиссии МФТИ, нажав на «добавить новое заявление» на главной странице. 
Бакалавриат;Списки;Здравствуйте, а когда будут полные пофамильные списки (конкурсные)? Заранее спасибо. ; Здравствуйте! Полные пофамильные списки уже опубликованы, информация по ссылке: https://pk.mipt.ru/news/946/ 
Бакалавриат;Уведомление;Добрый день! Скажите, будет ли МФТИ обзванивать своих абитуриентов, чтобы уведомить о шансах на поступление как это делают другие ВУЗы?; Здравствуйте! Данным вопросом занимаются физтех-школы поэтому рекомендуется обращаться к соответствующей физтех-школе. 
Бакалавриат;Здравствуйте, можно ли узнать учебный план и спецкурсы трека Nuclear & Particle и General Physics? ;;" Здравствуйте! По данному вопросу рекомендуется обращаться в физтех-школу ЛФИ. (контакты: +7(495)408-80-77 ; +7(495)408-52-33) "
Бакалавриат;Если по БВИ я не пройду на бюджет по выбранному направлению, успею ли я подать документы на другое направление (возможно, нужно сделать это заранее?) Или мне предложат выбрать варианты из оставшихся возможных программ?;;" Здравствуйте! Подача заявлений на бюджетные места проходит до 26.07 включительно; по поданным заявлениям можно переписать согласие на другую конкурсную группу до установленных дат (01.08 для 1 этапа, 06.08 для 2 этапа). "
Бакалавриат;НЕТ В СПИСКЕ;Лично подала документы на биотехнологию, но в списке не отображаюсь, забыли?; Здравствуйте! Вы есть в списках. Убедитесь, что Вы открыли полный список, отметив галочкой внизу страницы «Отобразить все заявления». 
Бакалавриат;Здравствуйте! Я хотела бы задать ряд вопросов: ;1) Можно ли заключить трёхсторонний договор на обучение без личного присутствия родителя (привезти заполненный и подписанный родителем договор)? 2) Как проводится зачисление на контактные места? ; Здравствуйте! 1) Да, можно. 2) При наличии достаточного количества баллов, согласия на зачисление и заключенном договоре (подписанного обеими сторонами) Вас вносят в приказы о зачислении. 
Бакалавриат;Контактная информация недействительна;Каким образом можно получить нужную информацию о поступлении через телефон,а то номер ,указаный на сайте не доступен ,а автоответчик говорит,что такого номера нет?; Здравствуйте! Корректный рабочий номер приемной комиссии МФТИ: +7(495)408-48-00 
Бакалавриат;Документы;Здравствуйте! У меня есть справка о проживании в зоне с повышенным после Чернобыльской аварии уровнем радиации, достаточно ли просто прикрепить ее скан в личном кабинете или нужно лично принести оригинал?; Здравствуйте! Достаточно будет прикрепить скан данной справки. 
Бакалавриат;собеседование;Здравствуйте! Я подала документы по почте и хотела бы приехать на собеседование. Как можно это сделать?; Здравствуйте! По вопросам собеседований рекомендуется обращаться в соответствующие физтех-школы. 
Бакалавриат;Где можно взять форму для заявления о согласии на зачисление, чтобы отправить его по электронной почте ;;" Здравствуйте! Вы можете найти его в личном кабинете на сайте приемной комиссии МФТИ. На главной странице личного кабинета в самом низу под каждой конкурсной группой есть ссылка ""Печать согласия о зачислении (оригинал документа об образовании)"". "
